category_slug,title,video_id,vimeo_link,thumbnail_url
hiit-kickboxing,Hiit Kickboxing | Advanced | with Trisha | 8/20/20,449685769,https://vimeo.com/449685769/2bb2968f50,https://i.vimeocdn.com/video/947308937-19bb153fb258165e57b84e4afd042395155b6fb2a5aa60972e925ee3a87eb337-d_295x166?region=us
hiit-class-archives,Hiit Class | Lower Body | with Susie Q | 8/20/20,449681715,https://vimeo.com/449681715/181b762612,https://i.vimeocdn.com/video/943439968-01eb70456f9ce8604d9ac8cf474bfe1f1ca11845b73795572d1c3ab115b7d6a2-d_295x166?region=us
hiit-21,Hiit 21 | Massive Calorie Blast | with Pam | 8/19/20,449348684,https://vimeo.com/449348684/b92873426b,https://i.vimeocdn.com/video/942972298-57e93e33a40bb04c7e67fc518044fa803703218bbfd6b905f9b55f91e8945248-d_295x166?region=us
stretch-recovery,Hiit Stretch | with Alberto | 8/19/20,449285069,https://vimeo.com/449285069/21a5db130b,https://i.vimeocdn.com/video/942806705-01a2bdbcb5b4472b6a8cf609c1bce026a7d82afb3f613ce4a0c65cbd918fafa1-d_295x166?region=us
hiit-kickboxing,Hiit Kickboxing | Beginner/Intermediate | with Trisha | 8/18/20,448895118,https://vimeo.com/448895118/daa44567f9,https://i.vimeocdn.com/video/942188794-2f69ac502d0e6927230323e0ea7ad3f90d6144276901ab0cb2928429641f96fd-d_295x166?region=us
hiit-class-archives,Hiit Class | Upper Body | with Susie Q | 8/18/20,448892204,https://vimeo.com/448892204/e21b95c3f7,https://i.vimeocdn.com/video/942182849-5e0529ef3fe943f4e3dda637499505c6e822ea5b25d1efe802053e8dcda1cd11-d_295x166?region=us
heavy-hiit,"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/17/20",448417904,https://vimeo.com/448417904/41114821d9,https://i.vimeocdn.com/video/941395985-8e765dab956668ea80a883f67d67b76f5c45812fc267b44e16bca2cc018cc9cd-d_295x166?region=us
hiit-class-archives,Hiit Class | Lower Body | with GiGi | 8/17/20,448417596,https://vimeo.com/448417596/8b811c5ab8,https://i.vimeocdn.com/video/941620760-29a802976dcfbd00951b4307144f61313772919683f6545f3dd4e35368c52249-d_295x166?region=us
hiit-21,Hiit 21 | Massive Calorie Blast | with Pam | 08/16/20,448271893,https://vimeo.com/448271893/901fda8e64,https://i.vimeocdn.com/video/941133082-236a5dc747ea59df15b44902d5767c25bb149f38738ef433b3938384a94ccbff-d_295x166?region=us
hiit-class-archives,Hiit Class | SOCK IT TO ME SATURDAY | Total Body | with Susie Q,448091138,https://vimeo.com/448091138/f6f8fc2506,https://i.vimeocdn.com/video/940771826-843dd85f79e5a2bb428eee59705567aeb5f5974027a4018d6f751c06f87bc1b6-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 8/14/20,447979700,https://vimeo.com/447979700/1240f188ec,https://i.vimeocdn.com/video/940561170-ce54b24435c3aec31def2371696fa552e53cec8fb5d80ed2da1e7d66cbf0b3bd-d_295x166?region=us
hiit-class-archives,Hiit Class | Lower Body | with Susie Q | 8/13/20,447907113,https://vimeo.com/447907113/2f5fc12fc8,https://i.vimeocdn.com/video/940460392-c30184bd6d0cc0f01816a1a4380327111a9aa6b719a6bc79d43a6e7358acc22b-d_295x166?region=us
hiit-class-archives,Hiit Class | Upper Body | with GiGi | 8/14/20,447860845,https://vimeo.com/447860845/169c8aed73,https://i.vimeocdn.com/video/940354670-5c0a48b9e76936c1da564429e6d6116c9d317219cab5531567d6733290e31e93-d_295x166?region=us
kids,Kids Hiit Funhouse | Heat n' Speed | with Coach Tammy,447595698,https://vimeo.com/447595698/b431895342,https://i.vimeocdn.com/video/939911122-5d152aa537792046afb4b22503fdae8a0a3ba78f8eeae2a4a1851e3125f733dd-d_295x166?region=us
heavy-hiit,"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/13/20",447580044,https://vimeo.com/447580044/af5ee65b3e,https://i.vimeocdn.com/video/939887390-d604547c27bd89f91a4ccabbd6dbd835a039f92c6041b3e44ed5eb2b277276c4-d_295x166?region=us
hiit-kickboxing,Hiit Kickboxing | Advanced | with Trisha | 8/13/20,447540911,https://vimeo.com/447540911/f9f69c9906,https://i.vimeocdn.com/video/947309499-97ff604609158cb055ea137c6c64cb0f7bc72d0643457887cad7affdbe08517a-d_295x166?region=us
stretch-recovery,Hiit Stretch | with Alberto | 8/11/20,447250711,https://vimeo.com/447250711,https://i.vimeocdn.com/video/939370817-6a7310032640cb2be4c6a9d192f2be4255c0f784373078dcd911cd611e0ddcb0-d_295x166?region=us
kids,Kids Fit Hiit | Heat Up & Repeat | with Tammy,447149782,https://vimeo.com/447149782/24102a2a64,https://i.vimeocdn.com/video/939278631-5ca8ad361a5a3f03880fceb25893debfa1607efc41ac6f3f8d98d9885c1bb4c6-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 8/12/20,447149191,https://vimeo.com/447149191/e53b33a5fa,https://i.vimeocdn.com/video/939535045-a5a49c1e98c817353517e6ffd2148387e6d3b48dea45b2e0388be1e417e9f8d3-d_295x166?region=us
hiit-kickboxing,Hiit Kickboxing | Beginner & Intermediate | with Trisha | 8/11/20,447114661,https://vimeo.com/447114661,https://i.vimeocdn.com/video/939444468-fa2d66da7ee59dce6e89d0eed5d2ec0ec80b7946e8891de230db44ebfb7ff9f0-d_295x166?region=us
hiit-class-archives,Hiit Class | |Upper Body | with Susie Q | 8/11/20,446895781,https://vimeo.com/446895781/4aa36c4edd,https://i.vimeocdn.com/video/939373571-c33e08e9e2e8cfe76f027aa97fd552a1ab296cdda116fa09b4f00c6b4b137030-d_295x166?region=us
heavy-hiit,"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/10/20",446353237,https://vimeo.com/446353237/0dfab7ee14,https://i.vimeocdn.com/video/937835615-8a0c857c0749e23e1f1901e3608e2d11138c290eb555f1ea2f8083e7923817ca-d_295x166?region=us
hiit-class-archives,Hiit Class | Lower Body | with Pam | 8/10/20,446352845,https://vimeo.com/446352845/6b429d3eb0,https://i.vimeocdn.com/video/938036795-96722474d001319c91d60e3ac97b21c625d66c64eb38219b4b5e1f0e4450230e-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 8/9/20,446225242,https://vimeo.com/446225242/278bacfb2e,https://i.vimeocdn.com/video/937581514-c1df3d5312da9a9440f8491dacafd8f1152b2d70650dbe1cc528460524ff8098-d_295x166?region=us
hiit-class-archives,Hiit Class | ROCK N ROLL SATURDAY | Total Body | with Susie Q,445809865,https://vimeo.com/445809865/24787ee30f,https://i.vimeocdn.com/video/936984984-e45085d5ef6e254c1aa32f7e8939a52a34280ce5fc49b1321d83940082195d61-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 8/7/20,445528108,https://vimeo.com/445528108/37fd7bb870,https://i.vimeocdn.com/video/936494934-abc06bfb5ee6565c9b888cdd211c1b579688fdc2f8950806bda6100b8a9bebe8-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 8/7/20,445526743,https://vimeo.com/445526743/579ac00688,https://i.vimeocdn.com/video/936492654-a4c18d2e2a6ac675635c594b13305ccc2ed0cdd1857bc7ab08d830b64f034608-d_295x166?region=us
kids,Kids At Home Fit Funhouse |  Amp It Up Wrap It Up | with Coach Tammy,445221697,https://vimeo.com/445221697/bb2bc22421,https://i.vimeocdn.com/video/935978780-b2a0556637a3cfd85b06f8bc1423aab8ed0156ea2d36dae413bf6889d6d15b8a-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 8/6/20",445218744,https://vimeo.com/445218744/581a857142,https://i.vimeocdn.com/video/935973970-339ab0bb1c877b8545009d39c29f9ab53a5db5edf821532950e6b5fb7a843d99-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 8/6/20,445217933,https://vimeo.com/445217933/b31ed511f3,https://i.vimeocdn.com/video/935972531-907dae40465f07abfe94a25bef7abcf3bab2333149c638d1a4aa481cae038227-d_295x166?region=us
hiit-class-archives,Hiit Class | with Susie Q | 8/6/20,445213985,https://vimeo.com/445213985/b79eddd2db,https://i.vimeocdn.com/video/935965990-105594a864acef21dca503a90160e226acc781220c8213a28a35744250fa32ac-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 8/5/20,444888602,https://vimeo.com/444888602/a0d291f5b5,https://i.vimeocdn.com/video/935434980-65dabd1931e84e8c0082d6ca10ebea3393d4dfa7a5d1c12c7371c74e3a43a258-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 8/5/20,444886185,https://vimeo.com/444886185/f3d68d43ca,https://i.vimeocdn.com/video/935432317-f2de62e75cb30c5a4948dc8371409a258a9e2c6ec86c4ba9a8b362164634dcd4-d_295x166?region=us
kids,Kids At Home Fit Funhouse | |Soccer Theme | with Coach Tammy,444550573,https://vimeo.com/444550573/15b09eeac1,https://i.vimeocdn.com/video/934877767-9b3c6cbd2bd8877f3d8e2c17aaf59876d5b3c3d73d570c1a87243c369643a2c0-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 8/4/20,444549554,https://vimeo.com/444549554/8262aa0bdd,https://i.vimeocdn.com/video/934876532-c3c3ec05d9ae62ce990ac05d9c8e7b6561baf0ef231fc1a6567d08648e7c5d1f-d_295x166?region=us
hiit-class-archives,Hiit Class | with Susie Q | 8/4/20,444548924,https://vimeo.com/444548924/19629b7278,https://i.vimeocdn.com/video/934875258-10fcae07fdb55ad7e7af5d6b2b3d090bd3f5597cee1b26d2c2d4367cb9551fe9-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 8/3/20",444381777,https://vimeo.com/444381777/a877af39e5,https://i.vimeocdn.com/video/934651307-e72d2cc6b417e5eac1f0fa496f5754511642ffa33c7e42b511346390932fa902-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 8/3/20,444217067,https://vimeo.com/444217067/2b97922291,https://i.vimeocdn.com/video/934307358-21e1dbe1a92fb6e24fdb855773f8b7c6c7c54d3c978c2455640baaa710803fa5-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 8/2/20,443990277,https://vimeo.com/443990277/7afb36d962,https://i.vimeocdn.com/video/933882722-05c508c03357d07444009234ae1a7366342d68659061a5c112f0f16f0f56e158-d_295x166?region=us
hiit-class-archives,"Hiit Class | Sexy Saturday | with Susie Q, GiGi, & Pam | 8/1/20",443769714,https://vimeo.com/443769714/2a265e50a3,https://i.vimeocdn.com/video/933527092-fd3df1f13d65d8fa6a9ce435bbda36f749781c28bf0701b21145f2b9a0854313-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/31/20,443386220,https://vimeo.com/443386220/21a498b820,https://i.vimeocdn.com/video/932949676-9288f03e76579085f135147408ad62707d2f47a82953b43e6cf056bcb471fb4c-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 7/31/20,443385717,https://vimeo.com/443385717/d95e3eda8a,https://i.vimeocdn.com/video/932948688-29f0e6e090de7161be1d68cd0beee820efcb74ad1d8e66a5356a870c5d0d39c7-d_295x166?region=us
kids,Kids At Home Fit Funhouse | Zumba | with Coach Tammy,443050423,https://vimeo.com/443050423/33bb3337cb,https://i.vimeocdn.com/video/932381758-c1d06ce550c5596f9b1e3f22b125b129c684946a2d1c85662f2bc61a8a3b9bbe-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 7/30/20",443049949,https://vimeo.com/443049949/bb38199765,https://i.vimeocdn.com/video/932380842-72dc05f2dc3ea3c689fd399f2968fcd69f38caaccee83642920c8745ff809394-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/30/20,443049269,https://vimeo.com/443049269/f8790a55c5,https://i.vimeocdn.com/video/932379869-9c4793619b96619161c1bec704cf0d9452ccac443c7b543e7ed92da108d5517b-d_295x166?region=us
hiit-class-archives,Hiit Class | with Pam & GiGi | 7/30/20,443048469,https://vimeo.com/443048469/d3faab69c5,https://i.vimeocdn.com/video/932378532-0e584696136544e3b0a645043f36fe2fa659d5808e0d6b8716c0212b2c4790a7-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/29/20,442717968,https://vimeo.com/442717968/5dc2835c08,https://i.vimeocdn.com/video/931838975-43be8dd0b8ced3905c8a5d91a57729d5f13639e3a218b1ae36ea9198e2eba727-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 7/29/20,442713710,https://vimeo.com/442713710/017d98a4ae,https://i.vimeocdn.com/video/931833020-3c2c3eee20433f4e6fb0dbbe327b1f645cf6726fb4602911ea0c6371074eead0-d_295x166?region=us
hiit-class-archives,Hiit Class | with Pam & GiGi | 7/28/20,442375626,https://vimeo.com/442375626/93d4f107eb,https://i.vimeocdn.com/video/931276437-1b7b124640df8ac0cad7cadea092b59d5e8451c7bf4093fa57c17747d177a00d-d_295x166?region=us
kids,Kids At Home Fit Funhouse | with Coach Tammy,442328405,https://vimeo.com/442328405/6aa11fd05b,https://i.vimeocdn.com/video/931197020-6e10da78f906c235e67e0afb84c1f26f3ec2a6170501d8dbce893b0742f16bd9-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/28/20,442326557,https://vimeo.com/442326557/6de9296a60,https://i.vimeocdn.com/video/931193772-503ed9a19c35ef7a8d82514fd6b70faa0039f4e19bb79e9ce0d8cb8dd542f5df-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 7/27/20",442127704,https://vimeo.com/442127704/abeb8171a4,https://i.vimeocdn.com/video/930850311-364ee90975cd49274c3f1f6784d9be56fc4099aa3dd85fa3522cd592c2200017-d_295x166?region=us
hiit-class-archives,Hiit Class | with Pam & GiGi | 7/27/20,442045277,https://vimeo.com/442045277/37168c8e12,https://i.vimeocdn.com/video/930815217-be3db520be71223fb7e167365e5c2f8bfaea9c111d55d27b3f57c0fbe042d7ba-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 7/26/20,441782238,https://vimeo.com/441782238/aee2053c82,https://i.vimeocdn.com/video/930244200-f197e0a3b2a5ec6c8ebdefcfb85a9c85de48b8ba58b26411b3356b8a6e542e96-d_295x166?region=us
hiit-class-archives,Hiit Class | Sweaty Saturday! | with GiGi | 7/25/20,441587118,https://vimeo.com/441587118/6110a7bdbd,https://i.vimeocdn.com/video/929855420-0b168c5d34b9e017589773cfc9fec051d687664fcf3bc93ea9ad307262c8ec80-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/24/20,441344030,https://vimeo.com/441344030/41771cd563,https://i.vimeocdn.com/video/929428288-69147e8dcf5deafc8dc1257ab9fcd167b9c4867b0e67809f08b6b9aca2e647c3-d_295x166?region=us
hiit-class-archives,Hiit Class | with Pam & Tammy | 7/24/20,441342086,https://vimeo.com/441342086/021d0a8b46,https://i.vimeocdn.com/video/929428810-567386d2ed0548a43e19d9b901aba0506cc662981ba78f949249a9424e420e1b-d_295x166?region=us
kids,Kids At Home Fit Funhouse | 45 Second Thursday | with Coach Tammy,440963090,https://vimeo.com/440963090/13451b8cfe,https://i.vimeocdn.com/video/928779105-f24a23e011402dfd83d1d4d523d1c230031393b5f9af2a9d38ff9fd6b76230af-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 7/23/20",440961758,https://vimeo.com/440961758/f8a125a2a6,https://i.vimeocdn.com/video/928776735-cce518d9684de552ecedd9a8bc805b14c9e9b6a62ed84dcbc85ea24768c6a284-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/23/20,440961264,https://vimeo.com/440961264/6e08445505,https://i.vimeocdn.com/video/928776006-9dd27494f6534a08aee751d36a61a6624814a93eb70fc31528bbbdfe4ebef97e-d_295x166?region=us
hiit-class-archives,Hiit Class | with Gi Gi | 7/23/20,440960500,https://vimeo.com/440960500/b26957aff0,https://i.vimeocdn.com/video/928774707-c76a0d8622b5e29baf454b0edbd82b55bc25c50a576e8834747fee7bca27bd15-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/22/20,440661499,https://vimeo.com/440661499/ae8eef520e,https://i.vimeocdn.com/video/928278444-59a7a31d36c79437f3f5c327b69a0557a69286780c5b9c799d3191eee4617e30-d_295x166?region=us
ab-lab,Ab Lab | with Emily | 7/22/20,440660030,https://vimeo.com/440660030/07303031b3,https://i.vimeocdn.com/video/1485698854-16d435e6e5d3996ff978be81e3ce714f573765fcba2c9ac2f889e8fc7bcfcc5f-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 7/22/20,440651436,https://vimeo.com/440651436/fb31efb67f,https://i.vimeocdn.com/video/928263151-f9634eeaddd25f88f16d30f1e2cef392f977e46a1aa63ddf36284538f64a9c60-d_295x166?region=us
kids,Kids At Home Fit Funhouse | DC Superhero Theme | with Coach Tammy,440452771,https://vimeo.com/440452771,https://i.vimeocdn.com/video/927954196-990dfa814334365efdc46ea1e64aaf48f87fe6ba5b9b4b621c39783ae4e5ba3f-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/21/20,440330230,https://vimeo.com/440330230/dee90c680a,https://i.vimeocdn.com/video/927727631-625a5e1685a5eb8a044c66db4549a5481657bff3a6e703d177d4165a24da1ae3-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 7/21/20,440329096,https://vimeo.com/440329096/b0e223dff4,https://i.vimeocdn.com/video/927725728-932cca7628ae786d541a2be1faf64673c336a0914ca9b8260e606393a70a6b16-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 7/20/20",439979818,https://vimeo.com/439979818/379edd4531,https://i.vimeocdn.com/video/927140952-90159bce259aa5cfbd9c87a6232a787f2e424aca4ad916ee152b11d01d7711d0-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 7/20/20,439979224,https://vimeo.com/439979224/82db4c3338,https://i.vimeocdn.com/video/927140208-49dcf88d93d02418c7619252056ea64f7567e3528d459c5a957a6f48643e00cb-d_295x166?region=us
yoga,Yoga Flow | with Robyn | 7/20/20,439977134,https://vimeo.com/439977134/3a962dfe9b,https://i.vimeocdn.com/video/927139446-ae2931719576bd3260871d1f8f9d21e4a1a5e2b3a1ffd2cd11efef1280a6a29c-d_295x166?region=us
yoga,Fiit Yoga | with Robyn | 7/20/20,439974408,https://vimeo.com/439974408/a62b4417fd,https://i.vimeocdn.com/video/927133260-2dc1957fa13d30ff4a953e5d6247449e3301251e9b7104a7c03cd3bb78d69156-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Tammy | 7/19/20,439736165,https://vimeo.com/439736165/3ec4b99da3,https://i.vimeocdn.com/video/926716963-a0889af4a652ab9ca50dd73181b86f293f45e215715e99dee09cf092a81c3c0f-d_295x166?region=us
hiit-class-archives,Hiit Class | Tag Team Saturday | with GiGi & Tammy,439536294,https://vimeo.com/439536294/ad6ae1a864,https://i.vimeocdn.com/video/926344634-2c5ec334c6e31cf66214c69cdee0eecdf295de263c957075107966d70bc70fbe-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/17/20,439231745,https://vimeo.com/439231745/59c6896596,https://i.vimeocdn.com/video/925824520-3b17c5e634db1580a050514a93975560effa75c141c4569945d28071d106ecd4-d_295x166?region=us
hiit-class-archives,Hiit Class | with Trisha & GiGi | 7/17/20,439230736,https://vimeo.com/439230736/2659484ff4,https://i.vimeocdn.com/video/925932981-2757bf3782b145c34a76589447a1c5d2979bdbc5bdbb3fb932e9abdb620991f5-d_295x166?region=us
kids,Kids At Home Fit Funhouse | Tie Dye T-Shirt Day | with Coach Tammy,438929186,https://vimeo.com/438929186/b8c76adbb7,https://i.vimeocdn.com/video/925335860-cacaa1def8bf2bc528743ea2cc12824f1c32e040a923317f0c8505a8e5f4004b-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 7/16/20",438922785,https://vimeo.com/438922785/568ebf5968,https://i.vimeocdn.com/video/925325553-ff5bfb77000118745113942e29a2fc16c323bd72051d56e96c4fd5ab9421f772-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/16/20,438915953,https://vimeo.com/438915953/5428a92f13,https://i.vimeocdn.com/video/925315271-ad785b014eb474626e3f03b6a4732eb6ec4451a51687f3c6030e77764a297dec-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 7/16/20,438909076,https://vimeo.com/438909076/707cff2ed9,https://i.vimeocdn.com/video/925304753-019bb11d2b12dc32d640b145948c6c5cd44b937c177feac08d8b66b1b121ce39-d_295x166?region=us
insanity-21,"Insanity 21 | Massive Calorie Blast | with Renato ""The Brazilian Hercules"" | 7/15/20",438534756,https://vimeo.com/438534756/6d76c93cec,https://i.vimeocdn.com/video/924711712-07c8a1101515ffcbcd76c3312fd91a05e5109bb02d4debc9a2c1999257cd44ba-d_295x166?region=us
kids,Kids At Home Fit Funhouse | College T-Shirt Day | with Coach Tammy,438295753,https://vimeo.com/438295753/c66af7e4a2,https://i.vimeocdn.com/video/924320757-ed840264e7b70f941ed08977590bb148ab02d702e6ca5121a2bab6d66bd71f83-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/14/20,438179972,https://vimeo.com/438179972/8950f315c5,https://i.vimeocdn.com/video/924146893-bca0ddf7a6c2efd22fce5a12c85c16314ca3bf7e981fd36c22ca53c83c9a4a36-d_295x166?region=us
hiit-class-archives,Hiit Class | with Trisha | 7/14/20,438179027,https://vimeo.com/438179027/50e2c09216,https://i.vimeocdn.com/video/924144983-3ef1e2bdd51109e4d1d162be578ab55ccd84dd80c77403f675b4e72bbc66f4b1-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 7/13/20",437842200,https://vimeo.com/437842200/869b0f045e,https://i.vimeocdn.com/video/923594873-24d3570a7bef630ca4e74e79215582164a8cda9f04abb6f7b0d87fefef2b6e21-d_295x166?region=us
yoga,Yoga Flow | with Robyn | 7/13/20,437841707,https://vimeo.com/437841707/ccdec9d8ba,https://i.vimeocdn.com/video/923593680-d945d50943a499142e0ed0a161cbdab44f49573bb01aa7c44964c749a67e5470-d_295x166?region=us
yoga,Fiit Yoga | with Robyn | 7/13/20,437841068,https://vimeo.com/437841068/c22e638ef9,https://i.vimeocdn.com/video/923592849-2621a8cf49b536f60a344cb21c5b0086f7f0f7bea64ab3582a2d005d062a9d3a-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 7/13/20,437839806,https://vimeo.com/437839806/b9cdeba588,https://i.vimeocdn.com/video/923590775-097bd12f5bbe415e04460b909dd5a3777e99994495803b76683eaff90f0366ac-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/12/20,437632013,https://vimeo.com/437632013/8f42c300ef,https://i.vimeocdn.com/video/923229835-0aac0c6a5c3a8542ddaab4e8e4f92dd7238c2fd3e33369e38b2e696a0e77f924-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 7/12/20,437610556,https://vimeo.com/437610556/68b6a7b733,https://i.vimeocdn.com/video/923195287-4dcddaf8882a817037736bb1c47d6e749a96c91234ee6f8a7764a322411341b7-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/10/20,437491419,https://vimeo.com/437491419,https://i.vimeocdn.com/video/922976825-73f217e4e0a0b143d72be78a7ed8036f46dea56987dcf47017d5f30bfe8133ca-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" | 7/9/20",437464469,https://vimeo.com/437464469,https://i.vimeocdn.com/video/922952375-e5c9f215f8460dbd4cf5ae6c0d15e313f337326fe680e6cb6ae28607c3896604-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/9/20,437443764,https://vimeo.com/437443764,https://i.vimeocdn.com/video/922913370-435792894546d70a910726abe4051ca84ae4f7e8c05cfcd731e7ff876e654946-d_295x166?region=us
hiit-class-archives,Hiit Class | Sweatfest Saturday | with GiGi,437413566,https://vimeo.com/437413566/1b49ab5d3a,https://i.vimeocdn.com/video/922822219-bdaa91ba0157232c23302d1e13c2dad4ba063ba4bd12ef6d1af5a6fb9a213e6d-d_295x166?region=us
hiit-class-archives,Hiit Class | with GiGi | 7/10/20,437281233,https://vimeo.com/437281233,https://i.vimeocdn.com/video/922595927-cfadebd4779e656145e762d52178185a83ddb36f02eed80089c056cf365683fb-d_295x166?region=us
kids,Kids At Home Fit Funhouse | Summer Time Workout & Sweat | with Coach Tammy,436903701,https://vimeo.com/436903701/ef2e924661,https://i.vimeocdn.com/video/921955985-0cb7ec3acd747fafe7c4140d270a71b930df4da62a888746f20fbdd30b257ad5-d_295x166?region=us
hiit-class-archives,Hiit Class | with special guest instructor Trisha | 7/9/20,436701536,https://vimeo.com/436701536/7cd0dd1471,https://i.vimeocdn.com/video/921632647-6cdffe071a1c3212d2951f38dd94948366e184580e3d6ad6b43d4e5c4e75add6-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 7/8/20,436465980,https://vimeo.com/436465980/b633bc65ca,https://i.vimeocdn.com/video/921244865-d0fa4efac1af304c7a3b579647f17dbd71d67e0274bee02049c7cdecc8576795-d_295x166?region=us
kids,Kids At Home Fit Funhouse | Basketball Theme | with Tammy,436227708,https://vimeo.com/436227708,https://i.vimeocdn.com/video/920877327-f90abc778510c5798045c0a51348157cf3ab69c4b002d0c1eac5e84c4df4c1e3-d_295x166?region=us
fit-as-a-fighter,Fit As a Fighter | with Trisha | 7/7/20,436079477,https://vimeo.com/436079477/73febc5449,https://i.vimeocdn.com/video/920598274-f41ced31a2eea66d70c3c9547a88cf5ee64e72c9d94fc8ef3b059b4d69b0710a-d_295x166?region=us
hiit-class-archives,Hiit Class | with Susie Q | 7/7/20,436078535,https://vimeo.com/436078535/5b39a3736c,https://i.vimeocdn.com/video/920596660-904c72c6b4984ee92ca0058e09d114699575745b25b78d2d772e825a8f4b3f24-d_295x166?region=us
x-fit,"X-Fit | with Renato ""The Brazilian Hercules"" |7/6/20",435828232,https://vimeo.com/435828232/ba574023e9,https://i.vimeocdn.com/video/920162124-b5e073aef149b88127e0f057caf902cada3bac879c64c11d7064156e8375a4fe-d_295x166?region=us
yoga,Yoga Flow | with Robyn | 7/6/20,435819113,https://vimeo.com/435819113/cadca19870,https://i.vimeocdn.com/video/920148612-0a9a681e8bf573917f8eb4e7261820f390702a01e10fc38f97b6f15311748cf5-d_295x166?region=us
hiit-class-archives,Hiit Class | with Susie Q | 7/6/20,435773893,https://vimeo.com/435773893/613e8f18ba,https://i.vimeocdn.com/video/920078286-69f09157ca1336a86c43fd6d6613f5fcb39bca991a0e9ac790de8c2669c108f2-d_295x166?region=us
stretch-recovery,Stretch & Recovery | with Alberto | 7/5/20,435504762,https://vimeo.com/435504762/ad21100e4a,https://i.vimeocdn.com/video/919603860-07d18c8e19fee37a053488a1d623115a0cae29a1383ddd3364a2745f7cda7af4-d_295x166?region=us
insanity-21,Insanity 21 | Massive Calorie Blast | with Pam | 7/5/20,435498591,https://vimeo.com/435498591/740f5f4a61,https://i.vimeocdn.com/video/919593248-7f4af5bad5c4d3c74bc74fc5c902df8e501611321ca334f5c7ac108618e235a2-d_295x166?region=us
hiit-class-archives,Hiit Class | with Susie Q | 7/4/20,435313624,https://vimeo.com/435313624,https://i.vimeocdn.com/video/919244558-10fe77612c9c1cbeb96b039a2654f01a4d4c427af9deabb6baad83e24617c68a-d_295x166?region=us
