title,video_id,vimeo_link,category,final_category,final_category_slug,was_overridden,was_folded_archives
Kids At Home Fit Funhouse |  Mix It Up Thursday | with Tammy | 9/10/20,456575531,https://vimeo.com/456575531/c49ae76df8,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 9/10/20",456573833,https://vimeo.com/456573833/a93582231e,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Kickboxing | Advanced | with Trisha | 9/10/20,456573019,https://vimeo.com/456573019/72ada91b2a,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit 56 | Lower Body | with Susie Q | 9/10/20,456571831,https://vimeo.com/456571831/de72538844,HIIT Lower Body,HIIT Lower Body,hiit-lower-body,False,False
Hiit Mobility | with Alberto | 9/9/20,456209675,https://vimeo.com/456209675/8421f09727,HIIT Beginner,HIIT Beginner,hiit-beginner,False,False
Hiit 21 | Massive Calorie Blast | with Pam | 9/9/20,456152584,https://vimeo.com/456152584/5e6ace6739,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Kickboxing | Beginner & Intermediate | with Trisha | 9/8/20,455960341,https://vimeo.com/455960341/b65133b52e,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Kids At Home Fit Funhouse | Jump into Tuesday | with Tammy,455931501,https://vimeo.com/455931501/92a531426d,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Hiit 56 | Upper Body | with Susie Q | 9/8/20,455911744,https://vimeo.com/455911744/5439ea004f,HIIT Upper Body,HIIT Upper Body,hiit-upper-body,False,False
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 9/7/20",455522212,https://vimeo.com/455522212/4655b07e10,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit 56 | LABOR DAY MASH-UP | with GiGi & Susie Q,455110721,https://vimeo.com/455110721/867ec8b0f2,HIIT,HIIT,hiit,False,False
Hiit 21 | MASSIVE CALORIE BURNER | with Pam | 9/6/20,455081961,https://vimeo.com/455081961/639b4c1c9c,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | Hawaiian Saturday | Total Body | with Susie Q | 9/5/20,455038753,https://vimeo.com/455038753/50144b0058,HIIT Class Archives,HIIT Total Body,hiit-total-body,False,True
Kids Hiit Funhouse | Labor Day Lunges | with Coach Tammy,454877098,https://vimeo.com/454877098/dba6674a27,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 9/3/20",454864448,https://vimeo.com/454864448/6c352ee1a3,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Kickboxing | Advanced | with Trisha | 9/3/20,454864162,https://vimeo.com/454864162/55b9aaab8d,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit 56 | Upper Body | with GiGi | 9/4/20,454774043,https://vimeo.com/454774043/1f5fd92760,HIIT Upper Body,HIIT Upper Body,hiit-upper-body,False,False
Hiit 56 | Lower Body | with Susie Q | 9/3/20,454578946,https://vimeo.com/454578946/baa614fe7b,HIIT Lower Body,HIIT Lower Body,hiit-lower-body,False,False
Hiit 56 | Lower Body | with Susie Q | 9/3/20,454554389,https://vimeo.com/454554389/2db7397dff,HIIT Lower Body,HIIT Lower Body,hiit-lower-body,False,False
Hiit Mobility | with Alberto | 9/2/20,454174824,https://vimeo.com/454174824/01751ad87d,HIIT Beginner,HIIT Beginner,hiit-beginner,False,False
Hiit 56 | Upper Body | with Susie Q | 9/1/20,453737909,https://vimeo.com/453737909/8f29b1010a,HIIT Upper Body,HIIT Upper Body,hiit-upper-body,False,False
Kids Hiit Funhouse | Walk the Plank...Arrr! | with Coach Tammy,453660953,https://vimeo.com/453660953/25bb761cdc,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Hiit Kickboxing | Beginner/Intermediate | with Trisha | 9/1/20,453647215,https://vimeo.com/453647215/1d9404b026,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/31/20",453272791,https://vimeo.com/453272791/6405acc763,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit 56 | Lower Body | with Pam | 8/31/20,453264589,https://vimeo.com/453264589/9f4416cfd4,HIIT Lower Body,HIIT Lower Body,hiit-lower-body,False,False
Hiit 21 | Massive Calorie Blast | with Pam | 8/30/20,453033419,https://vimeo.com/453033419/f44386132b,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | with Susie Q | 8/29/20,452849428,https://vimeo.com/452849428/e3cc2f8db5,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 8/28/20,452554265,https://vimeo.com/452554265/729cbbb749,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | Upper Body | with GiGi | 8/28/20,452553431,https://vimeo.com/452553431/fb2cd1a8e5,HIIT Class Archives,HIIT Upper Body,hiit-upper-body,False,True
Kids Hiit Funhouse | Double Trouble | with Coach Tammy,452045403,https://vimeo.com/452045403/cb9c8fe4d4,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Hiit Kickboxing | Advanced | with Trisha | 8/27/20,452037893,https://vimeo.com/452037893/6011287a45,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | Lower Body | with Susie Q | 8/27/20,452037346,https://vimeo.com/452037346/745476d7d7,HIIT Class Archives,HIIT Lower Body,hiit-lower-body,False,True
Hiit Stretch | with Alberto | 8/26/20,451918027,https://vimeo.com/451918027/1328471701,HIIT,HIIT,hiit,False,False
Hiit 21 | Massive Calorie Blast | with Pam | 8/26/20,451857335,https://vimeo.com/451857335/1a6e402637,HIIT 21,HIIT 21,hiit-21,False,False
Kids Hiit Funhouse | CUTENESS OVERLOAD | with Coach Tammy,451517392,https://vimeo.com/451517392/7f0fc98003,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Hiit Kickboxing | Beginner/Intermediate | with Trisha | 8/25/20,451473688,https://vimeo.com/451473688/d016f30b09,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | Upper Body | with Susie Q | 8/25/20,451472332,https://vimeo.com/451472332/701fe27a4c,HIIT Class Archives,HIIT Upper Body,hiit-upper-body,False,True
"Heavy Hiit | Back - Biceps - Core | with Renato ""The Brazilian Hercules"" | 8/24/20",451171425,https://vimeo.com/451171425/2a732e26bf,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Class | Lower Body | with GiGi | 8/24/20,451165033,https://vimeo.com/451165033/72bd87672e,HIIT Class Archives,HIIT Lower Body,hiit-lower-body,False,True
Hiit 21 | EPIC TOTAL BODY BLAST MASH-UP | with Pam,450686979,https://vimeo.com/450686979/64f4dfac2e,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | CRAZY HAIR SATURDAY | Total Body | with Susie Q,450496967,https://vimeo.com/450496967/6400620f22,HIIT Class Archives,HIIT Total Body,hiit-total-body,False,True
Stretch & Recovery | with Alberto | 8/21/20,450097136,https://vimeo.com/450097136/86d82de45d,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | Upper Body | with GiGi | 8/21/20,450095349,https://vimeo.com/450095349/7cea226b08,HIIT Class Archives,HIIT Upper Body,hiit-upper-body,False,True
Kids Hiit Funhouse | Pump Up the End of Summer | with Coach Tammy,449854091,https://vimeo.com/449854091/7f147dfe2a,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Kids Hiit Funhouse | Pump Up the End of Summer | with Coach Tammy,449688007,https://vimeo.com/449688007/5d2918c38c,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/20/20",449686698,https://vimeo.com/449686698/0883c3fd2f,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Kickboxing | Advanced | with Trisha | 8/20/20,449685769,https://vimeo.com/449685769/2bb2968f50,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | Lower Body | with Susie Q | 8/20/20,449681715,https://vimeo.com/449681715/181b762612,HIIT Class Archives,HIIT Lower Body,hiit-lower-body,False,True
Hiit 21 | Massive Calorie Blast | with Pam | 8/19/20,449348684,https://vimeo.com/449348684/b92873426b,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Stretch | with Alberto | 8/19/20,449285069,https://vimeo.com/449285069/21a5db130b,HIIT,HIIT,hiit,False,False
Hiit Kickboxing | Beginner/Intermediate | with Trisha | 8/18/20,448895118,https://vimeo.com/448895118/daa44567f9,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | Upper Body | with Susie Q | 8/18/20,448892204,https://vimeo.com/448892204/e21b95c3f7,HIIT Class Archives,HIIT Upper Body,hiit-upper-body,False,True
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/17/20",448417904,https://vimeo.com/448417904/41114821d9,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Class | Lower Body | with GiGi | 8/17/20,448417596,https://vimeo.com/448417596/8b811c5ab8,HIIT Class Archives,HIIT Lower Body,hiit-lower-body,False,True
Hiit 21 | Massive Calorie Blast | with Pam | 08/16/20,448271893,https://vimeo.com/448271893/901fda8e64,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | SOCK IT TO ME SATURDAY | Total Body | with Susie Q,448091138,https://vimeo.com/448091138/f6f8fc2506,HIIT Class Archives,HIIT Total Body,hiit-total-body,False,True
Stretch & Recovery | with Alberto | 8/14/20,447979700,https://vimeo.com/447979700/1240f188ec,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | Lower Body | with Susie Q | 8/13/20,447907113,https://vimeo.com/447907113/2f5fc12fc8,HIIT Class Archives,HIIT Lower Body,hiit-lower-body,False,True
Hiit Class | Upper Body | with GiGi | 8/14/20,447860845,https://vimeo.com/447860845/169c8aed73,HIIT Class Archives,HIIT Upper Body,hiit-upper-body,False,True
Kids Hiit Funhouse | Heat n' Speed | with Coach Tammy,447595698,https://vimeo.com/447595698/b431895342,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/13/20",447580044,https://vimeo.com/447580044/af5ee65b3e,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Kickboxing | Advanced | with Trisha | 8/13/20,447540911,https://vimeo.com/447540911/f9f69c9906,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Stretch | with Alberto | 8/11/20,447250711,https://vimeo.com/447250711,HIIT,HIIT,hiit,False,False
Kids Fit Hiit | Heat Up & Repeat | with Tammy,447149782,https://vimeo.com/447149782/24102a2a64,Other/Unsorted,Kids HIIT Funhouse,kids-hiit-funhouse,True,False
Insanity 21 | Massive Calorie Blast | with Pam | 8/12/20,447149191,https://vimeo.com/447149191/e53b33a5fa,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Kickboxing | Beginner & Intermediate | with Trisha | 8/11/20,447114661,https://vimeo.com/447114661,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | |Upper Body | with Susie Q | 8/11/20,446895781,https://vimeo.com/446895781/4aa36c4edd,HIIT Class Archives,HIIT Upper Body,hiit-upper-body,False,True
"Heavy Hiit | with Renato ""The Brazilian Hercules"" | 8/10/20",446353237,https://vimeo.com/446353237/0dfab7ee14,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Class | Lower Body | with Pam | 8/10/20,446352845,https://vimeo.com/446352845/6b429d3eb0,HIIT Class Archives,HIIT Lower Body,hiit-lower-body,False,True
Insanity 21 | Massive Calorie Blast | with Pam | 8/9/20,446225242,https://vimeo.com/446225242/278bacfb2e,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | ROCK N ROLL SATURDAY | Total Body | with Susie Q,445809865,https://vimeo.com/445809865/24787ee30f,HIIT Class Archives,HIIT Total Body,hiit-total-body,False,True
Stretch & Recovery | with Alberto | 8/7/20,445528108,https://vimeo.com/445528108/37fd7bb870,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with GiGi | 8/7/20,445526743,https://vimeo.com/445526743/579ac00688,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse |  Amp It Up Wrap It Up | with Coach Tammy,445221697,https://vimeo.com/445221697/bb2bc22421,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 8/6/20",445218744,https://vimeo.com/445218744/581a857142,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fit As a Fighter | with Trisha | 8/6/20,445217933,https://vimeo.com/445217933/b31ed511f3,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 8/6/20,445213985,https://vimeo.com/445213985/b79eddd2db,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 8/5/20,444888602,https://vimeo.com/444888602/a0d291f5b5,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 8/5/20,444886185,https://vimeo.com/444886185/f3d68d43ca,HIIT 21,HIIT 21,hiit-21,False,False
Kids At Home Fit Funhouse | |Soccer Theme | with Coach Tammy,444550573,https://vimeo.com/444550573/15b09eeac1,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 8/4/20,444549554,https://vimeo.com/444549554/8262aa0bdd,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 8/4/20,444548924,https://vimeo.com/444548924/19629b7278,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 8/3/20",444381777,https://vimeo.com/444381777/a877af39e5,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Class | with GiGi | 8/3/20,444217067,https://vimeo.com/444217067/2b97922291,HIIT Class Archives,HIIT,hiit,False,True
Insanity 21 | Massive Calorie Blast | with Pam | 8/2/20,443990277,https://vimeo.com/443990277/7afb36d962,HIIT 21,HIIT 21,hiit-21,False,False
"Hiit Class | Sexy Saturday | with Susie Q, GiGi, & Pam | 8/1/20",443769714,https://vimeo.com/443769714/2a265e50a3,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 7/31/20,443386220,https://vimeo.com/443386220/21a498b820,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with GiGi | 7/31/20,443385717,https://vimeo.com/443385717/d95e3eda8a,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse | Zumba | with Coach Tammy,443050423,https://vimeo.com/443050423/33bb3337cb,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/30/20",443049949,https://vimeo.com/443049949/bb38199765,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fit As a Fighter | with Trisha | 7/30/20,443049269,https://vimeo.com/443049269/f8790a55c5,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Pam & GiGi | 7/30/20,443048469,https://vimeo.com/443048469/d3faab69c5,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 7/29/20,442717968,https://vimeo.com/442717968/5dc2835c08,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 7/29/20,442713710,https://vimeo.com/442713710/017d98a4ae,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | with Pam & GiGi | 7/28/20,442375626,https://vimeo.com/442375626/93d4f107eb,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse | with Coach Tammy,442328405,https://vimeo.com/442328405/6aa11fd05b,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 7/28/20,442326557,https://vimeo.com/442326557/6de9296a60,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/27/20",442127704,https://vimeo.com/442127704/abeb8171a4,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Class | with Pam & GiGi | 7/27/20,442045277,https://vimeo.com/442045277/37168c8e12,HIIT Class Archives,HIIT,hiit,False,True
Insanity 21 | Massive Calorie Blast | with Pam | 7/26/20,441782238,https://vimeo.com/441782238/aee2053c82,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | Sweaty Saturday! | with GiGi | 7/25/20,441587118,https://vimeo.com/441587118/6110a7bdbd,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 7/24/20,441344030,https://vimeo.com/441344030/41771cd563,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Pam & Tammy | 7/24/20,441342086,https://vimeo.com/441342086/021d0a8b46,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse | 45 Second Thursday | with Coach Tammy,440963090,https://vimeo.com/440963090/13451b8cfe,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/23/20",440961758,https://vimeo.com/440961758/f8a125a2a6,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fit As a Fighter | with Trisha | 7/23/20,440961264,https://vimeo.com/440961264/6e08445505,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Gi Gi | 7/23/20,440960500,https://vimeo.com/440960500/b26957aff0,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 7/22/20,440661499,https://vimeo.com/440661499/ae8eef520e,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Ab Lab | with Emily | 7/22/20,440660030,https://vimeo.com/440660030/07303031b3,Ab Lab,Ab Lab,ab-lab,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 7/22/20,440651436,https://vimeo.com/440651436/fb31efb67f,HIIT 21,HIIT 21,hiit-21,False,False
Kids At Home Fit Funhouse | DC Superhero Theme | with Coach Tammy,440452771,https://vimeo.com/440452771,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 7/21/20,440330230,https://vimeo.com/440330230/dee90c680a,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with GiGi | 7/21/20,440329096,https://vimeo.com/440329096/b0e223dff4,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/20/20",439979818,https://vimeo.com/439979818/379edd4531,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Hiit Class | with GiGi | 7/20/20,439979224,https://vimeo.com/439979224/82db4c3338,HIIT Class Archives,HIIT,hiit,False,True
Yoga Flow | with Robyn | 7/20/20,439977134,https://vimeo.com/439977134/3a962dfe9b,Yoga Flow,Yoga Flow,yoga-flow,False,False
Fiit Yoga | with Robyn | 7/20/20,439974408,https://vimeo.com/439974408/a62b4417fd,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Insanity 21 | Massive Calorie Blast | with Tammy | 7/19/20,439736165,https://vimeo.com/439736165/3ec4b99da3,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | Tag Team Saturday | with GiGi & Tammy,439536294,https://vimeo.com/439536294/ad6ae1a864,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 7/17/20,439231745,https://vimeo.com/439231745/59c6896596,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Trisha & GiGi | 7/17/20,439230736,https://vimeo.com/439230736/2659484ff4,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse | Tie Dye T-Shirt Day | with Coach Tammy,438929186,https://vimeo.com/438929186/b8c76adbb7,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/16/20",438922785,https://vimeo.com/438922785/568ebf5968,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fit As a Fighter | with Trisha | 7/16/20,438915953,https://vimeo.com/438915953/5428a92f13,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with GiGi | 7/16/20,438909076,https://vimeo.com/438909076/707cff2ed9,HIIT Class Archives,HIIT,hiit,False,True
"Insanity 21 | Massive Calorie Blast | with Renato ""The Brazilian Hercules"" | 7/15/20",438534756,https://vimeo.com/438534756/6d76c93cec,HIIT 21,HIIT 21,hiit-21,False,False
Kids At Home Fit Funhouse | College T-Shirt Day | with Coach Tammy,438295753,https://vimeo.com/438295753/c66af7e4a2,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 7/14/20,438179972,https://vimeo.com/438179972/8950f315c5,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Trisha | 7/14/20,438179027,https://vimeo.com/438179027/50e2c09216,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/13/20",437842200,https://vimeo.com/437842200/869b0f045e,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Yoga Flow | with Robyn | 7/13/20,437841707,https://vimeo.com/437841707/ccdec9d8ba,Yoga Flow,Yoga Flow,yoga-flow,False,False
Fiit Yoga | with Robyn | 7/13/20,437841068,https://vimeo.com/437841068/c22e638ef9,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with GiGi | 7/13/20,437839806,https://vimeo.com/437839806/b9cdeba588,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 7/12/20,437632013,https://vimeo.com/437632013/8f42c300ef,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 7/12/20,437610556,https://vimeo.com/437610556/68b6a7b733,HIIT 21,HIIT 21,hiit-21,False,False
Stretch & Recovery | with Alberto | 7/10/20,437491419,https://vimeo.com/437491419,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/9/20",437464469,https://vimeo.com/437464469,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Fit As a Fighter | with Trisha | 7/9/20,437443764,https://vimeo.com/437443764,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | Sweatfest Saturday | with GiGi,437413566,https://vimeo.com/437413566/1b49ab5d3a,HIIT Class Archives,HIIT,hiit,False,True
Hiit Class | with GiGi | 7/10/20,437281233,https://vimeo.com/437281233,HIIT Class Archives,HIIT,hiit,False,True
Kids At Home Fit Funhouse | Summer Time Workout & Sweat | with Coach Tammy,436903701,https://vimeo.com/436903701/ef2e924661,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Hiit Class | with special guest instructor Trisha | 7/9/20,436701536,https://vimeo.com/436701536/7cd0dd1471,HIIT Class Archives,HIIT,hiit,False,True
Insanity 21 | Massive Calorie Blast | with Pam | 7/8/20,436465980,https://vimeo.com/436465980/b633bc65ca,HIIT 21,HIIT 21,hiit-21,False,False
Kids At Home Fit Funhouse | Basketball Theme | with Tammy,436227708,https://vimeo.com/436227708,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 7/7/20,436079477,https://vimeo.com/436079477/73febc5449,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 7/7/20,436078535,https://vimeo.com/436078535/5b39a3736c,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" |7/6/20",435828232,https://vimeo.com/435828232/ba574023e9,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Yoga Flow | with Robyn | 7/6/20,435819113,https://vimeo.com/435819113/cadca19870,Yoga Flow,Yoga Flow,yoga-flow,False,False
Hiit Class | with Susie Q | 7/6/20,435773893,https://vimeo.com/435773893/613e8f18ba,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 7/5/20,435504762,https://vimeo.com/435504762/ad21100e4a,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 7/5/20,435498591,https://vimeo.com/435498591/740f5f4a61,HIIT 21,HIIT 21,hiit-21,False,False
Hiit Class | with Susie Q | 7/4/20,435313624,https://vimeo.com/435313624,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 7/2/2",435170897,https://vimeo.com/435170897/e5e1322c71,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Stretch & Recovery | with Alberto | 7/3/20,435069666,https://vimeo.com/435069666/bfab2b0d0e,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
Hiit Class | with Susie Q | 7/3/20,435067639,https://vimeo.com/435067639/b661ceb195,HIIT Class Archives,HIIT,hiit,False,True
Hiit Class | with Susie Q | 7/2/20,434871097,https://vimeo.com/434871097,HIIT Class Archives,HIIT,hiit,False,True
"Kids At Home Fit Funhouse | Stars & Stripes Red, White, & Blue with Coach Tammy",434822974,https://vimeo.com/434822974/e2ba38c4f2,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 7/2/20,434795913,https://vimeo.com/434795913/8b7a64226d,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Ab Lab | with Emily | 7/1/20,434331418,https://vimeo.com/434331418/6be792a1f6,Ab Lab,Ab Lab,ab-lab,False,False
Insanity 21 | Massive Calorie Blast | with Pam | 7/1/20,434330858,https://vimeo.com/434330858/bc211eab2d,HIIT 21,HIIT 21,hiit-21,False,False
Kids At Home Fit Funhouse | Mathematics Tuesday | with Coach Tammy,434090739,https://vimeo.com/434090739/f4680fa465,Kids HIIT Funhouse,Kids HIIT Funhouse,kids-hiit-funhouse,False,False
Fit As a Fighter | with Trisha | 6/30/20,433998435,https://vimeo.com/433998435/c745ee26d8,HIIT Kickboxing,HIIT Kickboxing,hiit-kickboxing,False,False
Hiit Class | with Susie Q | 6/30/20,433997178,https://vimeo.com/433997178/dbbcf042a7,HIIT Class Archives,HIIT,hiit,False,True
"X-Fit | with Renato ""The Brazilian Hercules"" | 6/29/20",433640042,https://vimeo.com/433640042/85e6aec82e,Heavy HIIT,Heavy HIIT,heavy-hiit,False,False
Yoga Flow | with Robyn | 6/29/20,433639646,https://vimeo.com/433639646/5676681858,Yoga Flow,Yoga Flow,yoga-flow,False,False
Fiit Yoga | with Robyn | 6/29/20,433634160,https://vimeo.com/433634160/c48801266c,HIIT Yoga,HIIT Yoga,hiit-yoga,False,False
Hiit Class | with Susie Q | 6/29/20,433633378,https://vimeo.com/433633378/c8a4611382,HIIT Class Archives,HIIT,hiit,False,True
Stretch & Recovery | with Alberto | 6/28/20,433333542,https://vimeo.com/433333542/622df92e67,Stretch & Recovery,Stretch & Recovery,stretch-recovery,False,False
